recv_time,topic,payload
2026-01-28T15:58:45.775464,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 95885, ""temperature"": 21}"
2026-01-28T15:58:46.783404,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 96894, ""temperature"": 21}"
2026-01-28T15:58:46.783910,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 96894, ""temperature"": 30}"
2026-01-28T15:58:47.792635,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 97903, ""temperature"": 21}"
2026-01-28T15:58:47.792635,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 97903, ""temperature"": 25}"
2026-01-28T15:58:48.803068,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 98913, ""temperature"": 27}"
2026-01-28T15:58:48.804067,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 98913, ""temperature"": 25}"
2026-01-28T15:58:49.816928,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 99927, ""temperature"": 25}"
2026-01-28T15:58:49.818225,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 99927, ""temperature"": 20}"
2026-01-28T15:58:50.833099,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 100944, ""temperature"": 23}"
2026-01-28T15:58:50.834092,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 100944, ""temperature"": 21}"
2026-01-28T15:58:51.849464,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 101960, ""temperature"": 23}"
2026-01-28T15:58:51.849464,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 101960, ""temperature"": 22}"
2026-01-28T15:58:52.861740,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 102972, ""temperature"": 26}"
2026-01-28T15:58:52.862749,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 102972, ""temperature"": 24}"
2026-01-28T15:58:53.873875,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 103984, ""temperature"": 26}"
2026-01-28T15:58:53.874962,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 103984, ""temperature"": 27}"
2026-01-28T15:58:54.886821,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 104998, ""temperature"": 24}"
2026-01-28T15:58:54.887969,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 104998, ""temperature"": 28}"
2026-01-28T15:58:55.891757,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 106002, ""temperature"": 28}"
2026-01-28T15:58:55.892793,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 106002, ""temperature"": 29}"
2026-01-28T15:58:56.894092,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 107004, ""temperature"": 23}"
2026-01-28T15:58:56.894092,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 107004, ""temperature"": 25}"
2026-01-28T15:58:57.896501,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 108007, ""temperature"": 23}"
2026-01-28T15:58:57.897613,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 108007, ""temperature"": 23}"
2026-01-28T15:58:58.899822,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 109010, ""temperature"": 24}"
2026-01-28T15:58:58.899822,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 109010, ""temperature"": 30}"
2026-01-28T15:58:59.920310,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 110028, ""temperature"": 30}"
2026-01-28T15:58:59.922357,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 110028, ""temperature"": 30}"
2026-01-28T15:59:00.925111,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 111036, ""temperature"": 25}"
2026-01-28T15:59:00.925111,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 111036, ""temperature"": 21}"
2026-01-28T15:59:01.938407,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 112048, ""temperature"": 26}"
2026-01-28T15:59:01.939405,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 112048, ""temperature"": 29}"
2026-01-28T15:59:02.953427,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 113064, ""temperature"": 23}"
2026-01-28T15:59:02.953931,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 113064, ""temperature"": 25}"
2026-01-28T15:59:03.965278,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 114075, ""temperature"": 26}"
2026-01-28T15:59:03.966274,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 114075, ""temperature"": 30}"
2026-01-28T15:59:04.978373,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 115090, ""temperature"": 28}"
2026-01-28T15:59:04.979818,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 115090, ""temperature"": 28}"
2026-01-28T15:59:05.981412,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 116092, ""temperature"": 25}"
2026-01-28T15:59:05.982499,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 116092, ""temperature"": 26}"
2026-01-28T15:59:06.982677,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 117093, ""temperature"": 28}"
2026-01-28T15:59:06.982677,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 117093, ""temperature"": 22}"
2026-01-28T15:59:07.996939,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 118107, ""temperature"": 28}"
2026-01-28T15:59:07.998067,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 118107, ""temperature"": 26}"
2026-01-28T15:59:09.008758,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 119119, ""temperature"": 24}"
2026-01-28T15:59:09.008758,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 119119, ""temperature"": 25}"
